ligand,receptor
IFNA21,IFNAR1_IFNAR2
IFNA4,IFNAR1_IFNAR2
IFNA5,IFNAR1_IFNAR2
IFNA6,IFNAR1_IFNAR2
IFNA7,IFNAR1_IFNAR2
IFNA8,IFNAR1_IFNAR2
IFNB1,IFNAR1_IFNAR2
IFNE,IFNAR1_IFNAR2
IFNG,IFNGR1_IFNGR2
IFNK,IFNAR1_IFNAR2
IFNL1,IFNLR1_IL10RB
IFNL2,IFNLR1_IL10RB
IFNL3,IFNLR1_IL10RB
IFNW1,IFNAR1_IFNAR2
EBI3_IL12A,IL12RB2_IL6ST
EBI3_IL27,IL27RA_IL6ST
IL10,IL10RA_IL10RB
IL11,IL11RA_IL6ST
IL12A_IL12B,IL12RB1_IL12RB2
IL12B_IL23A,IL12RB1_IL23R
IL13,IL13RA1_IL4R
IL13,IL13RA2
IL15,IL15RA_IL2RB
IL17A_IL17F,IL17RA_IL17RC
IL17C,IL17RA_IL17RE
IL17F,IL17RA_IL17RC
IL18,IL18R1_IL18RAP
IL19,IL20RA_IL20RB
IL1A,IL1R1_IL1RAP
IL1A,IL1R2_IL1RAP
IL1B,IL1R1_IL1RAP
IL1B,IL1R2_IL1RAP
IL1F10,IL1RAP_IL1RL2
IL1RAP,PTPRF
IL1RN,IL1R1_IL1RAP
IL1RN,IL1R2_IL1RAP
IL2,IL2RA_IL2RB_IL2RG
IL2,IL2RB_IL2RG
IL20,IL20RA_IL20RB
IL20,IL20RB_IL22RA1
IL21,IL21R_IL2RG
IL22,IL10RB_IL22RA1
IL24,IL20RA_IL20RB
IL24,IL20RB_IL22RA1
IL25,IL17RA_IL17RB
IL26,IL10RB_IL20RA
IL3,CSF2RB_IL3RA
IL33,IL1RAP_IL1RL1
IL34,CSF1R
IL36A,IL1RAP_IL1RL2
IL36B,IL1RAP_IL1RL2
IL36G,IL1RAP_IL1RL2
IL36RN,IL1RAP_IL1RL2
IL37,IL18R1_SIGIRR
IL4,IL13RA1_IL4R
IL4,IL2RG_IL4R
IL5,CSF2RB_IL5RA
IL6,IL6R_IL6ST
IL7,IL2RG_IL7R
IL9,IL2RG_IL9R
RAET1E,HCST_KLRK1
RAET1G,HCST_KLRK1
RAET1L,HCST_KLRK1
ULBP1,HCST_KLRK1
ULBP2,HCST_KLRK1
ULBP3,HCST_KLRK1
KNG1,BDKRB1
KNG1,BDKRB2
KNG1,RXFP4
LEFTY1,TDGF1
LEFTY2,TDGF1
CLEC2A,KLRF2
CLEC2B,KLRF1
LRRC4B,PTPRD
LRRC4B,PTPRF
LRRC4B,PTPRS
LRRC4C,PTPRF
LRFN4,PTPRD
LRFN4,PTPRF
LRFN4,PTPRS
LRFN5,PTPRD
LRFN5,PTPRF
LRFN5,PTPRS
LRRTM1,NRXN1
LRRTM1,NRXN2
LRRTM1,NRXN3
LRRTM2,NRXN1
LRRTM2,NRXN2
LRRTM2,NRXN3
LRRTM3,NRXN1
LRRTM3,NRXN2
LRRTM3,NRXN3
LRRTM4,NRXN1
LRRTM4,NRXN2
LRRTM4,NRXN3
LRRTM4,PTPRS
NCAM1,AGRN
DPEP1,CYSLTR1
DPEP1,CYSLTR2
DPEP2,CYSLTR1
DPEP2,CYSLTR2
DPEP3,CYSLTR1
DPEP3,CYSLTR2
GGT1,CYSLTR1
GGT1,CYSLTR2
GGT1_GGT5,CYSLTR1
GGT1_GGT5,CYSLTR2
GGT1_GGT5,GPR17
LTA4H,GPR17
LTA4H,LTB4R
LTA4H,LTB4R2
LTB,LTBR
LTC4S,CYSLTR1
LTC4S,CYSLTR2
PTGR1,LTB4R
PTGR1,LTB4R2
ALOX12,CYSLTR1
ALOX12,FPR2
ALOX5_ALOX5AP_LTC4S,CYSLTR1
ALOX5_ALOX5AP_LTC4S,CYSLTR2
ALOX5_ALOX5AP_LTC4S,FPR2
ALOX5_ALOX5AP_LTC4S,GPR17
ALOX5_ALOX5AP_LTC4S,OXER1
XCL1,XCR1
XCL2,XCR1
LPAR1,ADGRE5
LPAR2,ADGRE5
LPAR3,ADGRE5
ASMT,MTNR1A
ASMT,MTNR1B
MDK,ALK
MDK,PTPRZ1
AMH,ACVR1_AMHR2
AMH,AMHR2_BMPR1A
AMH,AMHR2_BMPR1B
NECTIN2,TIGIT
NECTIN3,PVR
NECTIN3,TIGIT
NTN1,DCC
NTN1,DSCAM
NTN1,UNC5A
NTN1,UNC5B
NTN1,UNC5C
NTN4,NTRK2
NTN4,UNC5B
NTN4,UNC5D
NRG1,ERBB3
NRG1,ERBB4
NRG1,ITGA6_ITGB4
NRG2,ERBB3
NRG2,ERBB4
NRG3,ERBB4
NRG4,ERBB4
NRXN1,ADGRL1
NRXN1,DAG1
NRXN2,ADGRL1
NRXN2,DAG1
NRXN3,ADGRL1
NLGN1,NRXN1
NLGN1,NRXN2
NLGN1,NRXN3
NLGN2,NRXN1
NLGN2,NRXN2
NLGN2,NRXN3
NLGN3,NRXN1
NLGN3,NRXN2
NLGN3,NRXN3
NLGN3,PTPRD
NLGN4X,NRXN1
NLGN4X,NRXN2
NLGN4X,NRXN3
NLGN4Y,NRXN1
NLGN4Y,NRXN2
NMB,GRPR
NMB,NMBR
NMS,NMUR1
NMS,NMUR2
NMU,NMUR1
NMU,NMUR2
NPB,NPBWR1
NPB,NPBWR2
NPFF,NPFFR1
NPFF,NPFFR2
NPPA,NPR1
NPS,NPSR1
NPW,NPBWR1
NPW,NPBWR2
NTS,NTSR1
NTS,NTSR2
NTS,SORT1
NRTN,GFRA2_RET
NTF3,NGFR
NTF3,NTRK1
NTF3,NTRK2
NTF3,NTRK3
NTF4,NGFR
NTF4,NTRK2
NODAL,ACVR1B_ACVR2A_CFC1
NODAL,ACVR1B_ACVR2A_TDGF1
NODAL,ACVR1B_ACVR2B_CFC1
NODAL,ACVR1B_ACVR2B_TDGF1
NODAL,ACVR1C_ACVR2B_CFC1
NODAL,ACVR1C_ACVR2B_TDGF1
DBH_SLC18A1,ADRA1A
DBH_SLC18A1,ADRA1B
DBH_SLC18A1,ADRA1D
DBH_SLC18A1,ADRA2A
DBH_SLC18A1,ADRA2B
DBH_SLC18A1,ADRA2C
DBH_SLC18A1,ADRB1
DBH_SLC18A1,ADRB2
DBH_SLC18A1,ADRB3
DBH_SLC18A2,ADRA1A
DBH_SLC18A2,ADRA1B
DBH_SLC18A2,ADRA1D
DBH_SLC18A2,ADRA2A
DBH_SLC18A2,ADRA2B
DBH_SLC18A2,ADRA2C
DBH_SLC18A2,ADRB1
DBH_SLC18A2,ADRB2
DBH_SLC18A2,ADRB3
DBH_SLC6A2,ADRA1A
DBH_SLC6A2,ADRA1B
DBH_SLC6A2,ADRA1D
DBH_SLC6A2,ADRA2A
DBH_SLC6A2,ADRA2B
DBH_SLC6A2,ADRA2C
DBH_SLC6A2,ADRB1
DBH_SLC6A2,ADRB2
DBH_SLC6A2,ADRB3
CNTN1,NOTCH1
CNTN1,NOTCH2
DLK1,NOTCH1
DLK1,NOTCH2
DLK1,NOTCH3
DLK1,NOTCH4
DLL1,NOTCH1
DLL1,NOTCH2
DLL1,NOTCH3
DLL1,NOTCH4
DLL3,NOTCH1
DLL3,NOTCH2
DLL3,NOTCH3
DLL3,NOTCH4
DLL4,NOTCH1
DLL4,NOTCH2
DLL4,NOTCH3
DLL4,NOTCH4
JAG1,NOTCH1
JAG1,NOTCH2
JAG1,NOTCH3
JAG1,NOTCH4
JAG2,NOTCH1
JAG2,NOTCH2
JAG2,NOTCH3
JAG2,NOTCH4
OSM,IL6ST_LIFR
OSM,IL6ST_OSMR
PDYN,OPRD1
PDYN,OPRK1
PDYN,OPRM1
PENK,OPRD1
PENK,OPRK1
PENK,OPRM1
PNOC,OPRL1
HCRT,HCRTR1
HCRT,HCRTR2
OXT,AVPR1A
OXT,AVPR1B
OXT,AVPR2
OXT,OXTR
PTH,PTH1R
PTH,PTH2R
PTH2,PTH1R
PTH2,PTH2R
PTHLH,PRLHR
PTHLH,PTH1R
PTHLH,PTH2R
ADCYAP1,ADCYAP1R1
ADCYAP1,VIPR1
ADCYAP1,VIPR2
PGF,FLT1
PGF,FLT1_KDR
PGF,NRP1
PGF,NRP2
PLAU,PLAUR
PLAUR,ITGA4_ITGB1
PLAUR,ITGAV_ITGB3
PDGFA,PDGFRA
PDGFB,PDGFRA
PDGFB,PDGFRA_PDGFRB
PDGFB,PDGFRB
PDGFC,PDGFRA
PDGFD,PDGFRA_PDGFRB
PDGFD,PDGFRB
PTN,ALK
PTN,PTPRZ1
PODXL,SELL
PODXL2,SELE
PODXL2,SELL
PODXL2,SELP
POMC,MC1R
PVR,CD226
PVR,CD96
PVR,TIGIT
GCG,GCGR
GCG,GLP1R
GCG,GLP2R
PMCH,MCHR1
PMCH,MCHR2
NPY,NPY1R
NPY,NPY2R
NPY,NPY4R
NPY,NPY5R
NPY,PRLHR
HSD3B1,CATSPER1_CATSPERB
HSD3B1,CATSPER1_CATSPERD
HSD3B1,CATSPER2_CATSPERB
HSD3B1,CATSPER2_CATSPERD
HSD3B1,CATSPER3_CATSPERB
HSD3B1,CATSPER3_CATSPERD
HSD3B1,CATSPER4_CATSPERB
HSD3B1,CATSPER4_CATSPERD
HSD3B1,PGR
GNRH1,GNRHR
GNRH1,GNRHR2
GNRH2,GNRHR
GNRH2,GNRHR2
PROK1,PROKR1
PROK1,PROKR2
PROK2,PROKR1
PROK2,PROKR2
PRL,PRLR
PRLH,PRLHR
POMC,MC2R
POMC,MC3R
POMC,MC4R
POMC,MC5R
POMC,OPRD1
POMC,OPRK1
POMC,OPRM1
RLN1,RXFP1
RLN1,RXFP2
RLN1,RXFP3
RLN2,RXFP1
RLN2,RXFP2
RLN2,RXFP3
RLN3,RXFP1
RLN3,RXFP2
RLN3,RXFP3
RLN3,RXFP4
PSAP,GPR37
PSAP,GPR37L1
AKR1B1,PTGFR
AKR1C3,PTGDR
AKR1C3,PTGDR2
AKR1C3,PTGFR
CBR1,PTGFR
PTGDS,PTGDR
PTGDS,PTGDR2
PTGES,PTGER1
PTGES,PTGER2
PTGES,PTGER3
PTGES,PTGER4
PTGES2,PTGER1
PTGES2,PTGER2
PTGES2,PTGER3
PTGES2,PTGER4
PTGES3,PTGER1
PTGES3,PTGER2
PTGES3,PTGER3
PTGES3,PTGER4
PPY,NPY1R
PPY,NPY2R
PPY,NPY4R
PPY,NPY5R
PYY,NPY1R
PYY,NPY2R
PYY,NPY4R
PYY,NPY5R
RSPO1,FZD8_LRP6
RSPO1,KREMEN1_LRP6
RSPO1,LGR4
RSPO1,LGR5
RSPO1,LGR6
RSPO2,LGR4
RSPO2,LGR5
RSPO2,LGR6
RSPO3,LGR4
RSPO3,LGR5
RSPO3,LGR6
RSPO4,LGR4
RSPO4,LGR5
RSPO4,LGR6
RELN,LRP8
RELN,VLDLR
ALDH1A1,CRABP2_RARA
ALDH1A1,CRABP2_RARA_RXRA
ALDH1A1,CRABP2_RARB
ALDH1A1,CRABP2_RARB_RXRB
ALDH1A1,CRABP2_RARG
ALDH1A1,CRABP2_RARG_RXRG
ALDH1A1,CRABP2_RXRA
ALDH1A1,CRABP2_RXRB
ALDH1A1,CRABP2_RXRG
ALDH1A1,RORB
ALDH1A2,CRABP2_RARA
ALDH1A2,CRABP2_RARA_RXRA
ALDH1A2,CRABP2_RARB
ALDH1A2,CRABP2_RARB_RXRB
ALDH1A2,CRABP2_RARG
ALDH1A2,CRABP2_RARG_RXRG
ALDH1A2,CRABP2_RXRA
ALDH1A2,CRABP2_RXRB
ALDH1A2,CRABP2_RXRG
ALDH1A2,RORB
ALDH1A3,CRABP2_RARA
ALDH1A3,CRABP2_RARA_RXRA
ALDH1A3,CRABP2_RARB
ALDH1A3,CRABP2_RARB_RXRB
ALDH1A3,CRABP2_RARG
ALDH1A3,CRABP2_RARG_RXRG
ALDH1A3,CRABP2_RXRA
ALDH1A3,CRABP2_RXRB
ALDH1A3,CRABP2_RXRG
ALDH1A3,RORB
RARRES2,CCRL2
RARRES2,CMKLR1
RARRES2,GPR1
SOSTDC1,LRP5
SOSTDC1,LRP6
SCT,SCTR
SCT,VIPR1
SCT,VIPR2
SELE,GLG1
SELPLG,SELE
SELPLG,SELL
SELPLG,SELP
SEMA3A,NRP1
SEMA3A,NRP1_PLXNA1
SEMA3A,NRP1_PLXNA2
SEMA3A,NRP1_PLXNA3
SEMA3A,NRP1_PLXNA4
SEMA3C,NRP2
SEMA3E,PLXND1
SEMA3F,NRP2
SEMA4A,PLXND1
SEMA4C,PLXNB2
SEMA4D,CD72
SEMA4D,PLXNB1
SEMA4D,PLXNB2
SEMA4D,PTPRC
SEMA4G,PLXNB2
SEMA5A,PLXNB3
SEMA6A,NRP1_PLXNA2
SEMA6D,KDR_PLXNA1
SEMA6D,PLXNA1_TREM2_TYROBP
SEMA7A,ITGA1_ITGB1
SEMA7A,PLXNC1
SLC18A1_TPH1,HTR1A
SLC18A1_TPH1,HTR1B
SLC18A1_TPH1,HTR1D
SLC18A1_TPH1,HTR1E
SLC18A1_TPH1,HTR1F
SLC18A1_TPH1,HTR2A
SLC18A1_TPH1,HTR2B
SLC18A1_TPH1,HTR2C
SLC18A1_TPH1,HTR3A_HTR3B_HTR3C_HTR3D_HTR3E
SLC18A1_TPH1,HTR4
SLC18A1_TPH1,HTR5A
SLC18A1_TPH1,HTR6
SLC18A1_TPH1,HTR7
SLC18A1_TPH2,HTR1A
SLC18A1_TPH2,HTR1B
SLC18A1_TPH2,HTR1D
SLC18A1_TPH2,HTR1E
SLC18A1_TPH2,HTR1F
SLC18A1_TPH2,HTR2A
SLC18A1_TPH2,HTR2B
SLC18A1_TPH2,HTR2C
SLC18A1_TPH2,HTR3A_HTR3B_HTR3C_HTR3D_HTR3E
SLC18A1_TPH2,HTR4
SLC18A1_TPH2,HTR5A
SLC18A1_TPH2,HTR6
SLC18A1_TPH2,HTR7
SLC18A2_TPH1,HTR1A
SLC18A2_TPH1,HTR1B
SLC18A2_TPH1,HTR1D
SLC18A2_TPH1,HTR1E
SLC18A2_TPH1,HTR1F
SLC18A2_TPH1,HTR2A
SLC18A2_TPH1,HTR2B
SLC18A2_TPH1,HTR2C
SLC18A2_TPH1,HTR3A_HTR3B_HTR3C_HTR3D_HTR3E
SLC18A2_TPH1,HTR4
SLC18A2_TPH1,HTR5A
SLC18A2_TPH1,HTR6
SLC18A2_TPH1,HTR7
SLC18A2_TPH2,HTR1A
SLC18A2_TPH2,HTR1B
SLC18A2_TPH2,HTR1D
SLC18A2_TPH2,HTR1E
SLC18A2_TPH2,HTR1F
SLC18A2_TPH2,HTR2A
SLC18A2_TPH2,HTR2B
SLC18A2_TPH2,HTR2C
SLC18A2_TPH2,HTR3A_HTR3B_HTR3C_HTR3D_HTR3E
SLC18A2_TPH2,HTR4
SLC18A2_TPH2,HTR5A
SLC18A2_TPH2,HTR6
SLC18A2_TPH2,HTR7
SLC6A4_TPH1,HTR1A
SLC6A4_TPH1,HTR1B
SLC6A4_TPH1,HTR1D
SLC6A4_TPH1,HTR1E
SLC6A4_TPH1,HTR1F
SLC6A4_TPH1,HTR2A
SLC6A4_TPH1,HTR2B
SLC6A4_TPH1,HTR2C
SLC6A4_TPH1,HTR3A_HTR3B_HTR3C_HTR3D_HTR3E
SLC6A4_TPH1,HTR4
SLC6A4_TPH1,HTR5A
SLC6A4_TPH1,HTR6
SLC6A4_TPH1,HTR7
SLC6A4_TPH2,HTR1A
SLC6A4_TPH2,HTR1B
SLC6A4_TPH2,HTR1D
SLC6A4_TPH2,HTR1E
SLC6A4_TPH2,HTR1F
SLC6A4_TPH2,HTR2A
SLC6A4_TPH2,HTR2B
SLC6A4_TPH2,HTR2C
SLC6A4_TPH2,HTR3A_HTR3B_HTR3C_HTR3D_HTR3E
SLC6A4_TPH2,HTR4
SLC6A4_TPH2,HTR5A
SLC6A4_TPH2,HTR6
SLC6A4_TPH2,HTR7
DDC,DRD1
DDC,DRD2
DDC,DRD3
DDC,DRD4
DDC,DRD5
DDC,HTR1A
DDC,HTR1B
DDC,HTR1D
DDC,HTR1E
DDC,HTR1F
DDC,HTR2A
DDC,HTR2B
DDC,HTR2C
DDC,HTR3A
DDC,HTR3B
DDC,HTR3C
DDC,HTR3D
DDC,HTR3E
DDC,HTR4
DDC,HTR5A
DDC,HTR6
DDC,HTR7
DDC,TAAR1
DDC_SLC18A1,DRD1
DDC_SLC18A1,DRD2
DDC_SLC18A1,DRD3
DDC_SLC18A1,DRD4
DDC_SLC18A1,DRD5
DDC_SLC18A2,DRD1
DDC_SLC18A2,DRD2
DDC_SLC18A2,DRD3
DDC_SLC18A2,DRD4
DDC_SLC18A2,DRD5
DDC_SLC6A3,DRD1
DDC_SLC6A3,DRD2
DDC_SLC6A3,DRD3
DDC_SLC6A3,DRD4
DDC_SLC6A3,DRD5
SLITRK1,PTPRD
SLITRK1,PTPRS
SLITRK2,PTPRD
SLITRK2,PTPRS
SLITRK3,PTPRD
SLITRK4,OLR1
SLITRK4,PTPRS
SLITRK5,PTPRS
SLITRK6,PTPRS
SLIT1,ROBO1
SLIT2,ROBO1
SLIT2,ROBO2
CORT,SSTR1
CORT,SSTR2
CORT,SSTR3
CORT,SSTR4
CORT,SSTR5
GH1,GHR
GH2,GHR
SST,SSTR1
SST,SSTR2
SST,SSTR3
SST,SSTR4
SST,SSTR5
SHH,BOC_PTCH1
SHH,BOC_PTCH2
SHH,CDON_PTCH1
SHH,CDON_PTCH2
SHH,GAS1_PTCH1
SHH,GAS1_PTCH2
SHH,HHIP
SPX,GALR2_GPR151
SPX,GALR3_GPR151
SDC1,ADGRA2
SDC2,ADGRA2
TAC1,TACR1
TAC1,TACR2
TAC1,TACR3
TAC3,TACR1
TAC3,TACR2
TAC3,TACR3
TAFA1,GPR1
TAFA4,FPR1
TAFA5,FPR2
TAFA5,S1PR2
TENM1,ADGRL1
TENM1,ADGRL2
TENM1,ADGRL3
TENM2,ADGRL1
TENM2,ADGRL2
TENM2,ADGRL3
TENM3,ADGRL1
TENM3,ADGRL2
TENM3,ADGRL3
TENM4,ADGRL1
TENM4,ADGRL2
TENM4,ADGRL3
AKR1D1,AR
THBS1,CD36
THBS2,CD36
TAX1BP3,ADGRB1
TAX1BP3,ADGRB2
TBXAS1,TBXA2R
THY1,ADGRE2
THY1,ADGRE5
THY1,ITGAM_ITGB2
THY1,ITGAV_ITGB3
THY1,ITGAX_ITGB2
TF,TFR2
TF,TFRC
TGFA,EGFR
TGFB1,ACVR1_TGFBR2
TGFB1,ITGAV_ITGB6
TGFB1,TGFBR1_TGFBR2
TGFB1,TGFBR3
TGFB2,ACVR1_TGFBR2
TGFB2,TGFBR1_TGFBR2
TGFB2,TGFBR3
TGFB3,ACVR1_TGFBR2
TGFB3,ITGAV_ITGB6
TGFB3,ITGAV_ITGB8
TGFB3,TGFBR1_TGFBR2
TGFB3,TGFBR3
DIO3_TG,THRA
DIO3_TG,THRB
BTLA,TNFRSF14
CD160,TNFRSF14
FASLG,FAS
FASLG,TNFRSF6B
LTA,TNFRSF14
LTA,TNFRSF1A
LTA,TNFRSF1B
TNF,TNFRSF1A
TNF,TNFRSF1B
TNFSF10,TNFRSF10A
TNFSF10,TNFRSF10B
TNFSF10,TNFRSF10C
TNFSF10,TNFRSF10D
TNFSF10,TNFRSF11B
TNFSF11,TNFRSF11A
TNFSF11,TNFRSF11B
TNFSF12,TNFRSF12A
TNFSF12,TNFRSF25
TNFSF13,TNFRSF13B
TNFSF13,TNFRSF17
TNFSF13B,TNFRSF13B
TNFSF13B,TNFRSF13C
TNFSF13B,TNFRSF17
TNFSF14,LTBR
TNFSF14,TNFRSF14
TNFSF14,TNFRSF6B
TNFSF15,TNFRSF25
TNFSF15,TNFRSF6B
TNFSF18,TNFRSF18
TNFSF4,TNFRSF4
TNFSF8,TNFRSF8
TNFSF9,TNFRSF9
UCN,CRHR1
UCN,CRHR2
UCN2,CRHR1
UCN2,CRHR2
UCN3,CRHR2
UTS2,UTS2R
UTS2B,UTS2R
VEGFA,FLT1
VEGFA,FLT1_KDR
VEGFA,KDR
VEGFA,NRP1
VEGFA,NRP2
VEGFB,FLT1
VEGFB,FLT1_KDR
VEGFB,NRP1
VEGFC,FLT4
VEGFC,KDR
VEGFD,FLT4
VEGFD,KDR
VIP,ADCYAP1R1
VIP,SCTR
VIP,VIPR1
VIP,VIPR2
AVP,AVPR1A
AVP,AVPR1B
AVP,AVPR2
AVP,OXTR
VWF,GP1BA_GP1BB
VWF,ITGAV_ITGB3
DKK1,LRP5
DKK1,LRP6
DKK2,LRP6
WNT1,CER1
WNT1,FRZB
WNT1,FZD1_LRP5
WNT1,FZD1_LRP6
WNT1,FZD10_LRP5
WNT1,FZD10_LRP6
WNT1,FZD2_LRP5
WNT1,FZD2_LRP6
WNT1,FZD3_LRP5
WNT1,FZD3_LRP6
WNT1,FZD4_LRP5
WNT1,FZD4_LRP6
WNT1,FZD5_LRP5
WNT1,FZD5_LRP6
WNT1,FZD6_LRP5
WNT1,FZD6_LRP6
WNT1,FZD7_LRP5
WNT1,FZD7_LRP6
WNT1,FZD8_LRP5
WNT1,FZD8_LRP6
WNT1,FZD8_RYK
WNT1,FZD9_LRP5
WNT1,FZD9_LRP6
WNT1,SFRP1
WNT1,SFRP2
WNT1,SFRP4
WNT1,SFRP5
WNT1,WIF1
WNT10A,FRZB
WNT10A,FZD1_LRP5
WNT10A,FZD1_LRP6
WNT10A,FZD5_LRP5
WNT10A,FZD5_LRP6
WNT10A,FZD7_LRP5
WNT10A,FZD7_LRP6
WNT10A,FZD8_LRP5
WNT10A,FZD8_LRP6
WNT11,CER1
WNT11,FRZB
WNT11,FZD1_LRP5
WNT11,FZD1_LRP6
WNT11,FZD10_LRP5
WNT11,FZD10_LRP6
WNT11,FZD2_LRP5
WNT11,FZD2_LRP6
WNT11,FZD3_LRP5
WNT11,FZD3_LRP6
WNT11,FZD4_LRP5
WNT11,FZD4_LRP6
WNT11,FZD5_LRP5
WNT11,FZD5_LRP6
WNT11,FZD6_LRP5
WNT11,FZD6_LRP6
WNT11,FZD7_LRP5
WNT11,FZD7_LRP6
WNT11,FZD8_LRP5
WNT11,FZD8_LRP6
WNT11,FZD9_LRP5
WNT11,FZD9_LRP6
WNT11,SFRP1
WNT11,SFRP2
WNT11,SFRP4
WNT11,SFRP5
WNT11,WIF1
WNT16,CER1
WNT16,FRZB
WNT16,FZD1_LRP5
WNT16,FZD1_LRP6
WNT16,FZD10_LRP5
WNT16,FZD10_LRP6
WNT16,FZD2_LRP5
WNT16,FZD2_LRP6
WNT16,FZD3_LRP5
WNT16,FZD3_LRP6
WNT16,FZD4_LRP5
WNT16,FZD4_LRP6
WNT16,FZD5_LRP5
WNT16,FZD5_LRP6
WNT16,FZD6_LRP5
WNT16,FZD6_LRP6
WNT16,FZD7_LRP5
WNT16,FZD7_LRP6
WNT16,FZD8_LRP5
WNT16,FZD8_LRP6
WNT16,FZD9_LRP5
WNT16,FZD9_LRP6
WNT16,SFRP1
WNT16,SFRP2
WNT16,SFRP4
WNT16,SFRP5
WNT16,WIF1
WNT2,CER1
WNT2,FRZB
WNT2,FZD1_LRP5
WNT2,FZD1_LRP6
WNT2,FZD10_LRP5
WNT2,FZD10_LRP6
WNT2,FZD2_LRP5
WNT2,FZD2_LRP6
WNT2,FZD3_LRP5
WNT2,FZD3_LRP6
WNT2,FZD4_LRP5
WNT2,FZD4_LRP6
WNT2,FZD5_LRP5
WNT2,FZD5_LRP6
WNT2,FZD6_LRP5
WNT2,FZD6_LRP6
WNT2,FZD7_LRP5
WNT2,FZD7_LRP6
WNT2,FZD8_LRP5
WNT2,FZD8_LRP6
WNT2,FZD9_LRP5
WNT2,FZD9_LRP6
WNT2,SFRP1
WNT2,SFRP2
WNT2,SFRP4
WNT2,SFRP5
WNT2,WIF1
WNT2B,CER1
WNT2B,FRZB
WNT2B,FZD1_LRP5
WNT2B,FZD1_LRP6
WNT2B,FZD10_LRP5
WNT2B,FZD10_LRP6
WNT2B,FZD2_LRP5
WNT2B,FZD2_LRP6
WNT2B,FZD3_LRP5
WNT2B,FZD3_LRP6
WNT2B,FZD4_LRP5
WNT2B,FZD4_LRP6
WNT2B,FZD5_LRP5
WNT2B,FZD5_LRP6
WNT2B,FZD6_LRP5
WNT2B,FZD6_LRP6
WNT2B,FZD7_LRP5
WNT2B,FZD7_LRP6
WNT2B,FZD8_LRP5
WNT2B,FZD8_LRP6
WNT2B,FZD9_LRP5
WNT2B,FZD9_LRP6
WNT2B,SFRP1
WNT2B,SFRP2
WNT2B,SFRP4
WNT2B,SFRP5
WNT2B,WIF1
WNT3,CER1
WNT3,FRZB
WNT3,FZD1_LRP5
WNT3,FZD1_LRP6
WNT3,FZD10_LRP5
WNT3,FZD10_LRP6
WNT3,FZD2_LRP5
WNT3,FZD2_LRP6
WNT3,FZD3_LRP5
WNT3,FZD3_LRP6
WNT3,FZD4_LRP5
WNT3,FZD4_LRP6
WNT3,FZD5_LRP5
WNT3,FZD5_LRP6
WNT3,FZD6_LRP5
WNT3,FZD6_LRP6
WNT3,FZD7_LRP5
WNT3,FZD7_LRP6
WNT3,FZD8_LRP5
WNT3,FZD8_LRP6
WNT3,FZD8_RYK
WNT3,FZD9_LRP5
WNT3,FZD9_LRP6
WNT3,SFRP1
WNT3,SFRP2
WNT3,SFRP4
WNT3,SFRP5
WNT3,WIF1
WNT3A,CER1
WNT3A,FRZB
WNT3A,FZD1_LRP5
WNT3A,FZD1_LRP6
WNT3A,FZD10_LRP5
WNT3A,FZD10_LRP6
WNT3A,FZD2_LRP5
WNT3A,FZD2_LRP6
WNT3A,FZD3_LRP5
WNT3A,FZD3_LRP6
WNT3A,FZD4_LRP5
WNT3A,FZD4_LRP6
WNT3A,FZD5_LRP5
WNT3A,FZD5_LRP6
WNT3A,FZD6_LRP5
WNT3A,FZD6_LRP6
WNT3A,FZD7_LRP5
WNT3A,FZD7_LRP6
WNT3A,FZD8_LRP5
WNT3A,FZD8_LRP6
WNT3A,FZD8_RYK
WNT3A,FZD9_LRP5
WNT3A,FZD9_LRP6
WNT3A,SFRP1
WNT3A,SFRP2
WNT3A,SFRP4
WNT3A,SFRP5
WNT3A,WIF1
WNT4,CER1
WNT4,FRZB
WNT4,FZD1_LRP5
WNT4,FZD1_LRP6
WNT4,FZD10_LRP5
WNT4,FZD10_LRP6
WNT4,FZD2_LRP5
WNT4,FZD2_LRP6
WNT4,FZD3_LRP5
WNT4,FZD3_LRP6
WNT4,FZD4_LRP5
WNT4,FZD4_LRP6
WNT4,FZD5_LRP5
WNT4,FZD5_LRP6
WNT4,FZD6_LRP5
WNT4,FZD6_LRP6
WNT4,FZD7_LRP5
WNT4,FZD7_LRP6
WNT4,FZD8_LRP5
WNT4,FZD8_LRP6
WNT4,FZD9_LRP5
WNT4,FZD9_LRP6
WNT4,SFRP1
WNT4,SFRP2
WNT4,SFRP4
WNT4,SFRP5
WNT4,WIF1
WNT5A,CER1
WNT5A,FRZB
WNT5A,FZD10_LRP5
WNT5A,FZD10_LRP6
WNT5A,FZD2_LRP5
WNT5A,FZD2_LRP6
WNT5A,FZD3_LRP5
WNT5A,FZD3_LRP6
WNT5A,FZD4_LRP5
WNT5A,FZD4_LRP6
WNT5A,FZD5_LRP5
WNT5A,FZD5_LRP6
WNT5A,FZD6_LRP5
WNT5A,FZD6_LRP6
WNT5A,FZD7_LRP5
WNT5A,FZD7_LRP6
WNT5A,FZD8_LRP5
WNT5A,FZD8_LRP6
WNT5A,FZD8_RYK
WNT5A,FZD9_LRP5
WNT5A,FZD9_LRP6
WNT5A,ROR1
WNT5A,ROR2
WNT5A,SFRP1
WNT5A,SFRP2
WNT5A,SFRP4
WNT5A,SFRP5
WNT5A,WIF1
WNT5B,CER1
